title,date,url,song,artist,start,duration,note
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,残響散歌,Aimer,424,187,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,ピースサイン,米津玄師,743,245,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,ダーリン,須田景凪,1166,155,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,ロウワー,ぬゆり,1727,232,キーは-5
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,ロミオとシンデレラ,doriko feat.初音ミク,2200,283,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,季節は次々死んでいく,Amazarashi,2705,346,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,モニタリング,DECO*27 feat. 初音ミク,3419,184,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,リードコントロール,なるみや,3638,157,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,T氏の話を信じるな,ピノキオピー feat. 初音ミク,3967,104,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,Dec.,Kanaria feat. GUMI,4256,138,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,KING,Kanaria feat. GUMI,4547,141,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,デーモンロード,Kanaria feat. 初音ミク,4737,162,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,ライオン,May'n / 中島 愛,5067,305,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,星間飛行,ランカ・リー＝中島愛,5502,236,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,Beautiful World,宇多田ヒカル,5948,302,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,夜咄ディセイブ,じん feat. IA,6454,199,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,ロスタイムメモリー,じん feat. IA,6662,287,
〖 歌枠 〗 週の真ん中なので歌う〖 眠雲ツクリ / ミリプロ 〗,2025/7/16,https://www.youtube.com/live/7qIRHYVAG84?si=fkPRBHrefuLaKCGa,daze,じん ft.メイリア from GARNiDELiA,7498,232,
